what,kind,bundleId,bundleVersion,description,time
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1322337297573
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322337301090
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322337305734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322337337026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322337466136
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322337474755
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322337489153
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322337491429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322337498109
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1322337502102
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1322337508123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322337513094
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322337517455
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322337533748
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1322337553620
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1322337574823
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1322337590214
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322337615315
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322337631403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322337640108
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1322337647473
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322337669666
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322337675001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322337679104
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322337682266
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1322337685708
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1322337691697
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322337694625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322337702183
