what,kind,bundleId,bundleVersion,description,time
arch,sysinfo,,,"x86_64",1322329137020
ws,sysinfo,,,"cocoa",1322329137020
locale,sysinfo,,,"en_US",1322329137020
processors,sysinfo,,,"4",1322329137020
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1322329137020
java.runtime.version,sysinfo,,,"1.6.0_24-b07-334",1322329137020
java.specification.name,sysinfo,,,"Java Platform API Specification",1322329137020
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1322329137020
java.specification.version,sysinfo,,,"1.6",1322329137020
java.vendor,sysinfo,,,"Apple Inc.",1322329137020
java.version,sysinfo,,,"1.6.0_24",1322329137020
java.vm.info,sysinfo,,,"mixed mode",1322329137020
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1322329137020
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1322329137020
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1322329137020
java.vm.specification.version,sysinfo,,,"1.0",1322329137020
java.vm.vendor,sysinfo,,,"Apple Inc.",1322329137020
java.vm.version,sysinfo,,,"19.1-b02-334",1322329137020
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1322329137046
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1322329137747
started,bundle,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms",1322329138336
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1322329139018
started,bundle,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.adt",1322329139018
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1322329139231
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1322329139247
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1322329139290
started,bundle,com.android.ide.eclipse.traceview,15.0.0.v201110251216-213216,"com.android.ide.eclipse.traceview",1322329139317
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322329188610
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1322329188620
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322329192498
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322329192518
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1322329192537
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322329205907
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1322329418650
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1322329418764
error,log,,,"Failed to load properties file for project 'SendContact'",1322329418967
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1322329419044
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1322329419079
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1322329420040
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1322329420225
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322329420250
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1322329420339
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1322329420528
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1322329420816
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1322329421457
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1322329421557
started,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1322329438090
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1322329444054
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322329444186
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322329444391
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1322329445994
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322329455012
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322329474116
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1322329478270
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1322329478520
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1322329483665
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322329488387
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322329498888
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322329506362
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322329523652
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1322329535036
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1322329535184
started,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1322329535229
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1322329535581
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1322329535602
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1322329535719
started,bundle,org.eclipse.emf.common,2.7.0.v20110912-0920,"org.eclipse.emf.common",1322329535788
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1322329537217
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1322329537389
opened,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1322329542690
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1322329542865
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1322329978563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322329982040
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322329990156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322330001811
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1322330004034
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330017529
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330018353
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1322330020301
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1322330020462
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322330020537
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1322330030216
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330040301
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330046747
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1322330058632
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1322330067496
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1322330080417
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330091886
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330125172
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1322330140131
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322330144391
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330150493
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330220314
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330228811
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330230062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330232988
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330235786
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1322330243167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330247470
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330256628
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1322330260687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330265401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330267893
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330274796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330276208
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330279756
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330281766
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330288398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330296206
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1322330304825
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1322330315533
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1322330317248
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1322330320377
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322330322774
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330330925
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330334620
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330336386
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330338159
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1322330340329
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1322330347819
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.add.import",1322330350970
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330354580
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330394754
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1322330402037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330408878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330418482
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330421329
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330423396
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322330430871
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330433505
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330437780
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330452334
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330459021
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330467908
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330487637
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1322330492230
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1322330492248
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330493014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330496021
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322330501601
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330527086
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330537543
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330547349
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330549174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330554686
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330557828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322330562746
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330566904
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330591880
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330595069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330597482
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1322330604258
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322330606359
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1322330632084
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1322330644626
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322330655381
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322332993715
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333000870
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333003364
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322333007146
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333036282
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333069804
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322333123462
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333126111
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333133566
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1322333144393
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1322333151780
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322333168846
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1322333186134
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333190562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333220792
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322333224906
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1322333225394
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333231295
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333232661
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333235980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333237078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333241242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333242733
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333247736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333248971
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1322333251508
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333253735
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333254837
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1322333255692
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333262221
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333265749
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333272537
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333273697
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333281031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333286027
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1322333291132
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1322333305560
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1322333320785
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1322333321906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1322333469767
